activity_0_cnt,activity_1_cnt,activity_2_cnt,activity_3_cnt,activity_4_cnt,text_change_0_cnt,text_change_1_cnt,text_change_2_cnt,text_change_3_cnt,text_change_4_cnt,text_change_5_cnt,text_change_6_cnt,text_change_7_cnt,text_change_8_cnt,text_change_9_cnt,text_change_10_cnt,text_change_11_cnt,text_change_12_cnt,text_change_13_cnt,down_event_0_cnt,down_event_1_cnt,down_event_2_cnt,down_event_3_cnt,down_event_4_cnt,down_event_5_cnt,down_event_6_cnt,down_event_7_cnt,down_event_8_cnt,down_event_9_cnt,down_event_10_cnt,down_event_11_cnt,down_event_12_cnt,down_event_13_cnt,down_event_14_cnt,down_event_15_cnt,up_event_0_cnt,input_word_length_median,input_word_length_skew,down_time_mean,up_time_mean,down_time_std,up_time_std,cursor_position_std,word_count_std,down_time_median,up_time_median,action_time_median,cursor_position_median,word_count_median,down_time_min,up_time_min,action_time_min,cursor_position_min,word_count_min,down_time_max,down_time_quantile,up_time_quantile,action_time_quantile,cursor_position_quantile,word_count_quantile,activity,down_event,up_event,text_change,inter_key_largest_lantency,inter_key_median_lantency,mean_pause_time,std_pause_time,total_pause_time,pauses_half_sec,pauses_1_sec,pauses_1_half_sec,pauses_2_sec,pauses_3_sec,P-bursts_mean,P-bursts_std,P-bursts_count,P-bursts_median,P-bursts_max,P-bursts_first,P-bursts_last,R-bursts_mean,R-bursts_std,R-bursts_median,R-bursts_max,R-bursts_first,R-bursts_last,keys_per_second,product_to_keys,action_time_std,action_time_gap_min,action_time_gap_std,word_event_ratio,time_diff_Leftclick_std,time_diff_ArrowLeft_std,time_diff_ArrowUp_std,time_diff_Delete_std,time_diff_ArrowLeft_mean,time_diff_Shift_sum,time_diff_comma_sum,time_diff_Enter_sum,time_diff_q_median,time_diff_Leftclick_median,time_diff_ArrowDown_median,time_diff_Enter_median,time_diff_Leftclick_max,time_diff_ArrowUp_max,time_diff_Enter_max,cursor_position_diff_Backspace_std,cursor_position_diff_Shift_std,cursor_position_diff_comma_mean,cursor_position_diff_CapsLock_mean,cursor_position_diff_abostrove_mean,cursor_position_diff_Space_sum,cursor_position_diff_comma_median,cursor_position_diff_ArrowUp_median,cursor_position_diff_Delete_median,cursor_position_diff_Leftclick_max,cursor_position_diff_ArrowLeft_max,word_count_diff_q_std,word_count_diff_ArrowRight_std,word_count_diff_Enter_std,word_count_diff_dot_mean,word_count_diff_q_sum,time_diff_Remove/Cut_std,time_diff_Nonproduction_std,time_diff_Remove/Cut_mean,time_diff_Nonproduction_sum,time_diff_Replace_sum,time_diff_Replace_median,cursor_position_diff_Paste_mean,cursor_position_diff_Replace_median,word_len_count,word_len_mean,word_len_std,word_len_min,word_len_max,word_len_first,word_len_last,word_len_sem,word_len_q1,word_len_median,word_len_q3,word_len_skew,word_len_kurt,word_len_sum,word_len_ge_5_count,word_len_ge_6_count,word_len_ge_7_count,word_len_ge_8_count,word_len_ge_9_count,word_len_ge_10_count,word_len_ge_11_count,word_len_ge_12_count,sent_count,sent_len_mean,sent_len_std,sent_len_min,sent_len_max,sent_len_first,sent_len_last,sent_len_sem,sent_len_q1,sent_len_median,sent_len_q3,sent_len_skew,sent_len_kurt,sent_len_sum,sent_word_count_mean,sent_word_count_std,sent_word_count_min,sent_word_count_max,sent_word_count_first,sent_word_count_last,sent_word_count_sem,sent_word_count_q1,sent_word_count_median,sent_word_count_q3,sent_word_count_skew,sent_word_count_kurt,sent_word_count_sum,sent_len_ge_50_count,sent_len_ge_60_count,sent_len_ge_75_count,sent_len_ge_100_count,paragraph_count,paragraph_len_mean,paragraph_len_std,paragraph_len_min,paragraph_len_max,paragraph_len_first,paragraph_len_last,paragraph_len_sem,paragraph_len_q1,paragraph_len_median,paragraph_len_q3,paragraph_len_skew,paragraph_len_kurt,paragraph_len_sum,paragraph_word_count_mean,paragraph_word_count_std,paragraph_word_count_min,paragraph_word_count_max,paragraph_word_count_first,paragraph_word_count_last,paragraph_word_count_sem,paragraph_word_count_q1,paragraph_word_count_median,paragraph_word_count_q3,paragraph_word_count_skew,paragraph_word_count_kurt,paragraph_word_count_sum,word_len_ge_6_count_mp,word_len_ge_6_count_mt,word_len_ge_6_count_mi,word_len_ge_6_count_md,word_len_ge_6_count_mk
2131,186,109,0,0,1866,411,20,8,7,0,0,0,3,0,0,0,0,0,1712,384,186,27,0,33,48,19,7,0,0,5,0,0,0,0,1712,4.0,2.61350691269779,539412.8248145095,539540.0960428689,353510.3489835626,353515.19985228806,538.5144945044892,99.29757461843384,474435.5,474587.5,125.0,731.5,170.0,30936,31155,0,0,0,1773440,474523.0,474689.0,125.0,732.0,170.0,3,12,12,8,17.535,0.065,0.1999460509279233,0.7463757365963735,463.2749999999984,104,39,14,6,12,134.33333333333334,118.14646941527332,18,109.0,378,229,61,2.619718309859155,3.0395779649864862,1.0,20.0,1.0,1.0,1.329536188689704,0.8394475615019422,58.34633013217343,-156.0,8836.767080872023,0.1430338004946413,72554.08325223034,1045.10459090931,,,168.27083333333334,148221,4433,20145,71.0,3615.0,,1153.0,381023.0,,16785.0,0.0,0.0,1.0,,,384,1.0,,,1536.0,-1.0,0.4046878783423019,,0.0,0.0,353,1003.0785191918186,40944.27367901961,353.7849462365592,1006130,0,,,,347,4.507204610951009,2.7236557316809646,1,14,3,4,0.1462135005289905,2.0,4.0,6.0,1.2230809985001876,1.1419324694406543,1564,131,91,72,46,37,22.0,18.0,8.0,21,90.0,21.264994709616087,47,134,65,90,4.640402281411962,82.0,88.0,103.0,0.1386172135678633,0.1335937923963359,1890,16.523809523809526,3.789710379686654,11,24,13,16,0.8269826036606633,13.0,15.0,20.0,0.5123556339079156,-0.8729340487940727,347,20,20,17.0,6.0,4,485.5,151.42985174660907,270,625,270,525,75.71492587330454,459.0,523.5,550.0,-1.379033432988197,2.5990164428588827,1942,90.25,24.52719579025155,56,114,56,93,12.263597895125775,83.75,95.5,102.0,-1.1880426417442984,2.1387129640750207,361,3549,403403,328965.0,637,1400.0
1747,148,327,0,1,1469,369,22,7,14,1,0,0,1,0,0,0,8,3,1358,344,147,20,19,40,21,18,6,65,150,12,0,1,0,0,1358,4.0,1.4815132807430589,1051368.7251461989,1051468.3576248314,421708.0675329679,421688.0480297797,455.3645631637352,85.83651830187556,1139578.0,1139635.0,96.0,806.0,161.0,2694,2822,0,0,0,1797923,1139578.0,1139635.0,96.0,806.0,161.0,4,20,20,11,113.79,0.147,0.5750981530343,4.169938414668049,1089.8109999999986,125,41,17,10,30,49.578947368421055,80.95064615168636,38,29.5,476,66,2,2.740740740740741,3.996154685587016,1.0,27.0,2.0,1.0,1.0555103768645493,0.8443271767810027,55.85871149905145,-114.0,4437.226690965632,0.1219073324336482,12774.53354216791,442.32381480410606,159.48839641367024,,344.57142857142856,29872,4128,103076,142.0,5068.0,0.0,902.5,54058.0,1596.0,56005.0,0.0,0.0,1.0,,1.0,344,1.0,0.0,,1219.0,-1.0,0.4057802272451414,0.0,0.0,0.0,282,1384.2542019860814,5695.178204285216,543.3918918918919,491877,0,,254.0,,269,4.669144981412639,2.745113639374709,1,14,13,3,0.1673725325682022,3.0,4.0,7.0,1.027004025140071,0.5432898589979804,1256,104,86,71,48,29,12.0,11.0,6.0,14,110.14285714285714,66.85099060638477,57,318,118,67,17.86667877253821,70.75,90.0,118.75,2.584917973917163,7.77256918509861,1542,21.428571428571427,11.72580511071651,9,56,27,15,3.1338532363131475,15.5,18.0,26.0,2.099360150292949,5.759725625036794,300,14,13,10.0,6.0,9,176.66666666666666,193.0012953324407,4,480,13,334,64.33376511081356,11.0,57.0,334.0,0.4665020801790644,-1.852712482916488,1590,36.44444444444444,37.86195686672544,1,91,1,72,12.62065228890848,5.0,11.0,72.0,0.3799149162249337,-2.1457210466526817,328,3526,355008,435848.0,516,585.0340136054422
1392,87,47,0,0,1189,270,14,2,2,1,0,0,0,0,0,1,0,0,1119,253,87,1,0,18,0,14,2,0,0,2,28,1,0,0,1119,4.0,2.6965114055986663,801474.3636959371,801524.3099606815,272961.7120436567,272960.16058122605,381.7555808282887,69.3954990023304,853439.5,853494.5,46.0,673.5,123.0,10076,10130,0,0,0,1312671,853605.0,853670.0,46.0,674.0,123.0,3,11,11,8,183.932,0.229,0.499302907369844,4.8363703130905344,738.4689999999994,150,33,17,13,12,61.04166666666666,46.25588485866388,24,49.5,177,57,42,2.1219512195121952,2.135358540751641,1.0,9.0,4.0,4.0,1.135407518409109,0.8823529411764706,14.770675283608362,-6.0,9343.209763857858,0.1533420707732634,73393.72027101902,,,,,796,1806,5557,256.0,1311.0,,2778.5,274103.0,,2934.0,0.0,,1.0,0.0,1.0,253,1.0,,,9.0,,0.4161245656198776,,0.0,0.0,249,19673.978729033766,45682.30506716752,2595.689655172414,487931,0,,,,234,4.5,2.3369581490813958,1,14,1,2,0.1527717333925091,3.0,4.0,6.0,1.0571970650652345,1.2949523322275605,1053,99,66,38,28,19,6.0,3.0,3.0,14,90.92857142857144,47.2138576230364,28,179,66,153,12.618434223809093,64.5,82.0,99.75,0.8699550322301295,-0.1096737692911853,1273,16.714285714285715,8.315218406202998,5,34,12,27,2.222335598014864,12.0,14.0,19.5,0.8305339516246432,0.0135609216956118,234,11,11,8.0,4.0,3,434.3333333333333,75.07551753623369,380,520,403,380,43.344870259095,391.5,403.0,461.5,1.550966176539332,,1303,79.66666666666667,17.672954855748753,68,100,71,68,10.203485243342646,69.5,71.0,85.5,1.676071234934169,,239,2178,119196,86526.0,132,288.20960698689953
4118,216,554,0,0,3462,743,36,59,17,3,2,4,3,3,0,0,0,0,3289,707,216,58,283,10,152,35,57,44,6,14,0,3,0,0,3289,4.0,1.5461014930017831,788510.6849427168,788606.6348199673,459427.8736861856,459424.8937885786,1093.354144229577,197.39439049604675,777253.0,777351.5,91.0,1659.0,332.0,26627,26737,0,0,0,1818440,777323.0,777423.0,91.0,1659.0,332.0,3,20,20,13,23.777,0.048,0.1640027688047987,0.6750897170021356,710.7879999999976,139,47,15,24,31,77.30909090909091,81.88855858382186,55,45.0,391,80,49,3.272727272727273,3.408340243693873,2.0,19.0,4.0,12.0,2.4186590561314176,0.9003230272265805,35.760751279727295,-142.0,3349.768038321606,0.1366612111292962,60653.25518355228,97.82258906655208,949.6873169627992,,28.38815789473684,151863,35445,27581,25.0,20444.0,277.0,736.5,167307.0,2695.0,14281.0,0.0,0.0,1.0,,1.0,707,1.0,-82.0,,702.0,-1.0,0.4050360273026547,0.0,0.0,0.0,680,1667.0833172165603,9725.464769148804,348.38425925925924,698227,0,,,,668,4.764970059880239,2.8119738353470627,1,15,1,6,0.1087985341534839,3.0,4.0,7.0,1.0181356592619428,0.4753115629712434,3183,273,216,169,126,86,46.0,28.0,15.0,37,103.08108108108108,54.6256850342901,16,244,159,214,8.980407300498705,67.0,97.0,139.0,0.381281611148894,-0.11139354328659,3814,18.054054054054053,9.219381595150349,4,40,29,37,1.515656997824367,11.0,18.0,23.0,0.2542134657382297,-0.3997071848394951,668,28,28,25.0,18.0,7,555.8571428571429,284.08415922717256,216,932,336,216,107.37371953256766,291.5,678.0,741.0,-0.117995159594732,-2.005644935987416,3891,96.85714285714286,50.4428011759477,38,167,58,38,19.0655867635763,50.0,117.0,128.0,-0.0223134519185654,-1.8181293578666344,678,10152,7656120,4415904.0,12312,4500.0
1695,252,475,1,0,1578,340,9,11,4,1,0,2,2,0,0,0,0,0,1372,296,259,438,1,27,0,9,11,0,0,4,0,1,1,0,1372,4.0,2.037096388691414,383694.9690466364,383784.7395790343,383422.1333532495,383417.1380774415,400.4376066671561,74.16858769418027,281518.0,281696.0,102.0,683.0,121.0,1085,1181,0,0,0,1731878,281518.0,281696.0,102.0,683.0,121.0,4,14,14,10,6.874,0.042,0.1334350282485872,0.4195862314437891,259.7979999999994,58,17,12,7,8,123.46666666666668,126.89752145877772,15,70.0,355,301,162,5.8604651162790695,8.247889759981144,4.0,48.0,4.0,1.0,1.1248600424523452,0.7401129943502824,57.30690269609608,-139.0,6699.642140712466,0.1040033016921172,45008.934258057634,,,,,63872,3170,846,26.0,28774.0,,237.5,125768.0,,301.0,0.1733493107524678,0.0,1.0,,1.0,296,1.0,,0.0,605.0,,0.4012003974112991,,0.0,0.0,273,631.734486605277,14948.751602534949,231.56746031746036,1294699,149,149.0,,-2.0,253,4.644268774703558,2.615570129451066,1,13,4,8,0.1644394851517812,3.0,4.0,6.0,1.011994566187489,0.3782200090627881,1175,96,71,58,41,32,14.0,8.0,4.0,11,128.8181818181818,53.244376570334985,28,203,28,126,16.053783570926477,106.5,126.0,173.5,-0.4543297096851156,-0.2919510743328897,1417,23.0,10.04987562112089,5,37,5,17,3.0301515113634467,16.5,22.0,31.0,-0.2283002820574206,-0.8143319282423294,253,10,10,9.0,9.0,3,479.0,115.88356225108028,347,564,347,564,66.90540586031396,436.5,526.0,545.0,-1.52488719631085,,1437,84.66666666666667,19.65536398374076,62,97,62,97,11.3480296870328,78.5,95.0,96.0,-1.7118976996724953,,254,1207,225070,2042954.0,781,1690.4761904761904
4127,498,376,4,1,3746,773,37,34,19,4,0,1,0,0,2,3,0,0,3345,699,496,142,14,90,115,34,28,4,0,15,0,3,1,0,3343,4.0,1.7835559856603034,657364.8030363563,657463.3623651618,346007.02157879114,346008.45998690074,924.1481376349856,164.53753671725798,641027.0,641110.0,101.0,1668.5,298.0,608,719,0,0,0,1767066,641055.0,641142.0,101.0,1669.0,298.0,5,26,28,20,49.313,0.039,0.1366942702702699,0.960988190944828,632.2109999999985,79,32,14,15,29,105.6818181818182,102.54160193233716,44,64.0,405,145,401,3.557142857142857,6.519777800613535,1.5,52.0,1.0,1.0,2.617599550848216,0.7409729729729729,60.92627319230873,-139.0,2826.181744021218,0.1132640831002796,18309.64901743685,176.2443509543659,,,50.77391304347826,52565,4957,7507,-7.0,1803.0,312.5,129.0,134036.0,,4032.0,2.554100199023843,0.0,1.0,,1.0,699,1.0,,0.0,2494.0,-1.0,0.3958252037143813,0.0,0.0,0.0,650,598.2550643169527,9576.035876033477,181.9176706827309,783777,1928,368.0,120.0,-15.0,572,4.893356643356643,2.684356561504132,1,14,2,11,0.1122385863283968,3.0,4.0,6.0,0.9651005596376904,0.576461606564842,2799,271,196,135,88,62,44.0,28.0,15.0,28,119.39285714285714,32.181590419131894,66,176,109,135,6.081748931682991,96.5,118.0,140.5,0.0386800540462373,-0.8035363579314301,3343,20.428571428571427,5.391547372395337,12,30,20,24,1.0189066806558436,15.75,20.5,24.25,-0.0313808919662454,-1.0535365470878508,572,28,28,25.0,20.0,6,569.5,86.26644770708945,449,672,449,672,35.21812980080951,519.25,569.0,633.75,-0.2210738843529655,-1.6670278946516888,3417,99.33333333333331,19.479904174986764,76,128,76,128,7.952637577838215,86.0,97.0,111.0,0.3871947081418661,-1.0908947301362175,596,6272,971572,353388.0,5488,5025.641025641025
1820,262,149,1,0,1644,350,52,17,10,5,0,0,0,0,4,0,0,0,1446,309,261,124,0,20,0,36,15,0,0,9,0,4,4,0,1446,4.0,4.393235469511274,853683.8888888889,853793.9762544803,364856.6903138041,364855.11239327263,459.16190153329023,80.18036370194726,850860.0,850982.0,108.0,746.5,125.0,205484,205552,0,0,0,1577834,850991.0,851093.0,108.0,747.0,125.0,4,12,12,9,65.537,0.123,0.4137334293948126,1.788923045087795,861.393,192,47,16,26,41,32.714285714285715,28.520184460465646,63,27.0,102,48,11,2.943820224719101,4.222126646828472,1.0,34.0,2.0,1.0,1.5170382633190789,0.7449567723342939,49.96096173777272,-127.0,2114.0475829721045,0.1182795698924731,5854.0511334045095,,,537.8880769577751,,165509,23482,19220,128.0,2897.0,,906.0,19965.0,,12812.0,0.0,0.0,1.0,,1.0,309,1.0,,0.0,672.0,,0.4020965934591577,,0.0,0.0,293,1652.089084825261,4545.742682503094,589.1870229007634,266805,812,812.0,,-7.0,267,4.700374531835206,2.896737835007246,1,14,6,3,0.1772774765396014,2.5,4.0,7.0,1.0053492334731096,0.2287304990533645,1255,103,84,69,50,35,21.0,18.0,4.0,20,75.1,41.062083932042526,10,176,42,176,9.181761096984896,41.0,73.0,92.5,0.6483250984502471,0.5289671359716559,1502,13.35,7.11762083253874,3,31,6,31,1.5915484019625268,7.75,13.0,16.25,0.7430254966051689,0.7348538514637637,267,14,14,10.0,4.0,5,308.6,109.1801263967028,199,456,199,383,48.82683688300933,220.0,285.0,383.0,0.508778580117456,-1.7636475731233163,1543,54.6,23.125743231299616,32,86,32,70,10.342146779078316,35.0,50.0,70.0,0.5202201963108086,-1.7184924050484236,273,3948,1972488,243348.0,1260,682.9268292682927
2438,609,78,0,0,2486,469,19,27,2,13,6,0,0,10,6,0,4,4,1991,382,609,40,5,32,1,16,20,0,0,2,0,9,0,0,1991,4.0,1.714878710620834,983155.9744,983296.97664,397227.2856158471,397228.1848591086,494.59827695008914,85.40643226397793,1023146.0,1023246.0,135.0,713.0,140.0,209950,210150,0,0,0,1797152,1023146.0,1023246.0,135.0,713.0,140.0,3,16,16,13,18.912,0.091,0.2579944207417117,0.8803743657869179,786.1089999999956,205,45,27,14,31,66.22222222222223,58.55335130882731,45,43.0,245,17,34,2.9420289855072466,2.781094591230106,2.0,17.0,1.0,1.0,1.919573220977086,0.5887758450935346,60.09359692935522,-224.0,2443.8843742120857,0.09248,9926.815170650558,,,,999.0,152448,13759,306,44.0,4569.0,,153.0,47697.0,,248.0,1.4182715723279389,0.0,1.0,,1.0,382,1.0,,,338.0,-1.0,0.386205402400357,0.0,0.0,0.0,363,1088.34445461864,13613.648748973352,391.1970443349754,432065,0,,,,291,5.123711340206185,2.7863871007110403,1,15,11,6,0.1633409046040488,3.0,4.0,6.0,1.039685318100662,0.767574704938899,1491,136,104,72,51,37,27.0,19.0,10.0,13,136.07692307692307,83.290116999219,20,323,53,169,23.100522121544536,77.0,125.0,169.0,0.93111474807462,0.7680278279139787,1769,22.384615384615383,14.5861718849193,3,54,9,31,4.045476203369828,10.0,20.0,31.0,0.8760397027574978,0.2738176978504634,291,12,11,10.0,9.0,3,597.3333333333334,201.9810222108338,467,830,467,495,116.61379754462068,481.0,495.0,662.5,1.694679623864183,,1792,97.0,28.0,77,129,77,85,16.165807537309522,81.0,85.0,107.0,1.5743440233236154,,291,4680,1430936,475176.0,2080,1142.857142857143
2645,255,328,4,0,2305,500,26,40,14,4,2,2,1,2,2,0,0,0,2109,458,255,289,0,39,0,23,35,0,0,14,0,3,0,0,2109,4.0,1.8796613481345488,713514.1646039604,713622.4133663366,369195.1840423085,369187.3515269752,689.0833316012845,117.66141560439404,743178.0,743273.0,109.0,1312.0,233.0,85594,85690,0,0,0,1437802,744596.0,744694.0,109.0,1312.0,233.0,4,14,14,16,39.005,0.063,0.2194706896551725,1.3902053077484022,636.4650000000003,90,24,13,19,23,63.5609756097561,50.64782758445213,41,61.0,208,98,21,3.805970149253731,5.185173519115618,2.0,23.0,3.0,6.0,2.1444660205661688,0.8113793103448276,71.46460468659484,-217.0,2638.567742842988,0.1259282178217821,17271.4596282599,,,,,123892,16162,71712,19.0,1336.0,,772.5,76417.0,,30820.0,0.3535479319531636,0.0,1.0,,1.0,458,1.0,,,315.0,,0.4210419190174726,,0.0,0.0,453,469.7728669129065,7102.434123848805,240.77254901960785,445423,3782,1006.5,,-7.0,414,4.613526570048309,2.5023786510709973,1,14,5,2,0.1229852011180535,3.0,4.0,6.0,1.1049719266500204,0.7542425367825905,1910,168,118,87,56,38,27.0,14.0,5.0,21,109.66666666666669,40.11400420468309,42,185,50,71,8.753593366463672,79.0,108.0,131.0,0.1393004135607426,-0.4886863136253123,2303,19.714285714285715,6.301927142889365,8,33,10,16,1.3751932455422526,16.0,19.0,25.0,0.2405279273014941,0.061067904479898,414,20,18,16.0,14.0,6,389.8333333333333,171.71885937970436,196,654,654,196,70.1039307821688,305.75,321.5,489.5,0.7915225773981833,-0.6776885645962842,2339,69.0,33.214454684670045,34,122,122,34,13.559744343705994,49.25,57.5,86.75,0.9156658837518896,-0.3860228481611409,414,2832,1907116,157648.0,4130,1873.015873015873
5780,342,106,1,0,4941,1055,56,41,13,12,2,2,0,0,0,0,0,0,4658,1000,342,81,0,16,2,55,40,3,0,13,0,12,0,0,4658,4.0,1.5502631544016927,762749.3191523519,762880.3719698186,492232.67673224927,492228.9194795984,1413.1605326999425,273.36098797995265,778243.0,778398.0,132.0,1947.0,479.0,18041,18213,0,0,0,1655305,778243.0,778398.0,132.0,1947.0,479.0,4,16,16,10,163.739,0.056,0.1263239137536744,2.11616017958989,773.3549999999948,49,26,4,13,22,189.2121212121212,159.09131764016806,33,138.0,601,376,120,2.310810810810811,1.9858388153872544,2.0,12.0,4.0,2.0,3.738737830933567,0.8871283894152238,44.43324614211023,-267.0,3027.913094506366,0.1513886659174827,33525.27587713627,439.113311116846,,,1543.5,20438,11134,15475,-30.0,20601.0,50.0,130.0,96277.0,,5252.0,0.0,0.0,1.0,,1.0,999,1.0,,,4460.0,-1.0,0.3332766110086856,,0.0,0.0,590,401.2124110116823,16258.694439564357,207.6578947368421,480450,594,594.0,,-7.0,949,4.659641728134879,2.720655534640969,1,14,3,9,0.0883162159048489,2.0,4.0,6.0,0.9777743672551548,0.3291563809945739,4422,389,278,202,162,118,70.0,39.0,15.0,54,98.46296296296296,46.838426799130126,30,211,116,108,6.373902556253887,61.5,90.0,129.25,0.6491800525933629,-0.2717074100823966,5317,17.574074074074073,8.684407740642436,5,40,21,18,1.1817982046028046,12.0,15.0,23.75,0.6327306775115354,-0.3800616067040194,949,45,41,37.0,21.0,9,602.0,334.0707260446506,345,1310,499,471,111.3569086815502,430.0,471.0,543.0,1.6613120365909404,1.728506049734042,5418,105.66666666666669,61.814237842102365,55,239,88,76,20.60474594736745,71.0,84.0,97.0,1.678848362330806,1.99175082062147,951,7228,3095252,5727078.0,11120,4964.285714285714
5792,852,554,4,1,5379,1080,49,59,16,18,22,2,11,2,0,4,0,0,4680,958,852,455,22,36,23,46,50,1,0,12,0,15,0,0,4680,4.0,1.6630674822591345,973330.1740941276,973412.4954879913,525686.1617587552,525682.5697983562,1457.7415393229642,246.10688593209315,1075832.0,1075912.0,86.0,2375.0,398.0,18617,18717,0,0,0,1804006,1075832.0,1075912.0,86.0,2375.0,398.0,5,23,23,18,26.23,0.044,0.1304080373269104,0.5992331587667105,866.4309999999932,122,30,13,23,41,104.91935483870968,106.43743615838548,62,78.5,441,284,171,3.6566523605150216,5.72672658380814,2.0,41.0,13.0,3.0,3.721053185745745,0.7355508729680915,43.08050460322299,-125.0,1627.4719056984277,0.1149521032902957,5155.816891644627,504.08944638870827,,,162.47826086956522,272614,10033,57092,25.0,1280.0,422.0,2593.5,19741.0,,26230.0,0.0,0.0,1.0,,1.0,958,1.0,,,546.0,-1.0,0.4040811936400544,0.0,0.0,0.0,905,446.23009291499,5459.574611746147,171.5856807511737,419572,1137,253.5,6.0,-6.5,835,4.790419161676646,2.676911530043597,1,16,6,7,0.0926383434774819,3.0,4.0,7.0,0.9888773574534884,0.7361374534039329,4000,371,276,211,140,80,52.0,30.0,16.0,51,93.80392156862744,39.94246843040282,10,183,133,79,5.593064305001058,67.0,91.0,122.0,-0.0355657358273255,-0.4847449257913241,4784,16.372549019607842,6.939627610509731,3,31,20,16,0.9717422333567663,12.0,16.0,21.0,0.0295959474638678,-0.4280792068150032,835,44,43,32.0,24.0,5,975.8,546.0912927340995,179,1716,1047,179,244.21945049483668,919.0,1018.0,1047.0,-0.2560464832439242,1.88550510810866,4879,166.6,89.90439366349122,34,287,172,34,40.20646714149354,160.0,172.0,180.0,-0.3347764583296252,1.9363602310925287,833,8280,2769108,353280.0,13800,6272.727272727273
2471,564,94,4,0,2455,519,19,18,17,2,0,2,1,0,0,0,0,0,2000,426,564,34,4,55,1,16,15,0,0,13,0,2,0,0,2000,4.0,2.190945604140092,841584.2307692308,841695.3447175231,380795.1826201264,380796.06909910194,423.0818792081442,75.08503059904761,873869.0,873924.0,109.0,680.0,142.0,57168,57170,0,0,0,1565776,873869.0,873924.0,109.0,680.0,142.0,4,13,13,15,48.477,0.051,0.2024866556836895,1.3971280848114849,614.5469999999976,99,24,7,15,23,83.30555555555556,58.34861704540315,36,67.0,221,203,42,4.904347826086957,8.298143856122472,2.0,62.0,3.0,1.0,2.0116510053946715,0.5314662273476112,87.95167008590717,-129.0,2827.266082592824,0.0871369294605809,11705.48850331876,,,,911.0,210848,9865,5836,23.0,2290.5,,415.0,47655.0,,943.0,4.114682456505495,0.0,1.0,,1.0,426,1.0,,,957.0,-1.0,0.6120149353901178,0.0,0.0,0.0,350,1168.2635198725534,12919.281676633793,279.0,611734,6762,410.0,,-42.5,269,4.888475836431227,2.6121517657597355,1,13,11,7,0.1592657040556235,3.0,4.0,6.0,0.8605804032262963,0.0641312142073786,1315,125,92,66,42,30,23.0,13.0,2.0,12,131.08333333333334,63.49152890287209,43,224,95,220,18.32842565166705,92.0,111.5,179.25,0.2623050465650617,-1.30183542497536,1573,22.5,10.604458753493525,6,38,18,35,3.061243557969885,15.0,21.5,30.25,-0.0266204889550888,-1.314181810418762,270,11,10,10.0,6.0,5,320.8,93.21051442836264,221,436,436,221,41.68500929590876,235.0,327.0,385.0,0.0864535302631005,-2.2619913450030547,1604,56.4,18.75633226406485,35,82,82,35,8.388086790204307,43.0,55.0,67.0,0.3636596367455318,-1.0906938118297482,282,2208,907580,210726.0,1380,1803.921568627451
3462,410,168,19,2,3151,623,24,38,12,0,0,2,0,0,0,0,0,0,2858,559,409,46,5,109,0,24,31,0,0,8,0,0,0,0,2853,4.0,1.660027564498141,800880.0371829598,800982.088894361,489145.04016899504,489148.3501216888,647.1463524401719,105.0497718155546,682168.0,682252.0,87.0,997.0,213.0,43333,43522,0,0,0,1798541,682168.0,682252.0,87.0,997.0,213.0,5,15,19,42,18.265,0.057,0.1842270144628091,0.8128883955661815,713.326999999997,81,26,20,21,40,65.50819672131148,67.45408881869695,61,38.0,302,191,60,3.1297709923664123,4.484841042659294,1.0,29.0,1.0,4.0,2.205899527885088,0.5883264462809917,150.66033073210343,-210.0,1622.092534087485,0.0886481162275301,6664.61247339714,,,,,63465,22375,4789,65.0,3030.0,,374.5,35219.0,,1799.0,10.782043265216902,0.0,1.0,,,559,1.0,,,924.0,,0.3455013165102729,0.0,0.0,0.0,376,1494.9401126433152,5998.525789312509,394.45365853658535,639743,8577,270.0,111.0,-5.0,370,5.094594594594595,2.8945744917548044,1,16,2,7,0.1504817622811373,3.0,4.0,7.0,1.0674734683678095,1.1803290716469363,1885,182,142,98,65,45,30.0,27.0,8.0,19,117.6842105263158,44.805818857697176,11,197,51,100,10.279159814910052,99.0,125.0,144.5,-0.7435504223800489,0.773077422741737,2236,19.473684210526315,7.002923366174629,2,29,10,14,1.606580803290257,16.0,21.0,24.0,-0.980547156682162,0.7100386263629992,370,17,16,16.0,14.0,3,758.0,278.7489910295641,499,1053,722,499,160.9358050072554,610.5,722.0,887.5,0.5714745342932573,,2274,124.33333333333331,51.93585787616618,79,181,113,79,29.98518152539869,96.0,113.0,147.0,0.9352195295828252,,373,3692,3177250,430260.0,4402,2491.2280701754385
